,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Region,Income Level
10,Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,11.6838777660695,11.6765718299965,11.6692658939234,11.6619599578504,11.6546540217773,11.6473480857042,11.6400421496312,11.6327362135581,11.6254302774851,11.618124341412,11.610818405339,11.6035124692659,11.5962065331928,11.5889005971198,11.5815946610467,11.5742887249737,11.5669125395153,11.5595363540569,11.5521601685985,11.5447839831401,11.5374077976818,11.5300316122234,Europe & Central Asia,Upper-Middle Income
11,American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,88.65,88.5,88.35,88.2,88.05,87.9,87.75,87.6,87.45,87.3,87.15,87.0,86.85,86.7,86.55,86.4,86.25,86.1,85.95,85.8,85.65,85.5,East Asia & Pacific,Upper-Middle Income
12,Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,21.4772727272727,21.325,21.1727272727273,21.0204545454545,20.8681818181818,20.7159090909091,20.5636363636364,20.4113636363636,20.2590909090909,20.1068181818182,19.9545454545455,19.8045454545455,19.6545454545455,19.5045454545455,19.3545454545455,19.2045454545455,19.0454545454545,18.9090909090909,18.75,18.5909090909091,18.4545454545455,18.3029545454545,Latin America & Caribbean ,Upper-Middle Income
13,Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,17.1581557606446,17.1286333519909,17.0991109433373,17.0695885346836,17.04006612603,17.0105437173763,16.9810213087226,16.951498900069,16.9219764914153,16.8924540827617,16.862931674108,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,East Asia & Pacific,High Income
14,Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,46.5116335433834,46.5420019389239,46.5723703344644,46.6027387300049,46.6331071255453,46.6634755210858,46.6938439166263,46.7242123121667,46.7545807077072,46.7849491032477,46.8153174987882,46.8589190499273,46.9025206010664,46.9461221522055,46.9897237033446,47.0333252544838,47.0769510421716,47.1204556471159,47.1639602520601,47.2074648570044,47.2509694619486,47.2944740668929,Europe & Central Asia,High Income
15,Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,11.9510925488772,12.0060469226672,12.0588116391101,12.1086289502976,12.1604630346429,12.21700096782,12.2751890799521,12.3311694441419,12.3862623597613,12.441808477161,12.4914658343012,12.6009956689008,12.7108265382661,12.8205035144388,12.9297085757836,13.0395340115892,13.1544115156647,13.2731460646972,13.4139303602971,13.5533670481767,13.6941896764514,13.8329909255898,Europe & Central Asia,Upper-Middle Income
16,Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,8.2196261682243,8.88707165109034,9.55451713395639,10.2219626168224,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,Sub-Saharan Africa ,Low Income
17,Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,22.0376486129458,22.1121862615588,22.1867239101717,22.2612615587847,22.3357992073976,22.4103368560106,22.4848745046235,22.5594121532365,22.6339498018494,22.7084874504624,22.7830250990753,22.7792602377807,22.7754953764861,22.7717305151915,22.767965653897,22.7642007926024,22.7642007926024,22.7642007926024,22.7642007926024,22.7642007926024,22.7642007926024,22.7642007926024,Europe & Central Asia,High Income
18,Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,36.6721355090458,36.2287158566868,35.7852962043278,35.3418765519688,34.8984568996098,34.4550372472508,34.0116175948918,33.5681979425328,33.1247782901738,32.6813586378148,32.2379389854558,31.7945193330968,31.3510996807378,30.9076800283789,30.4642603760199,30.0208407236609,29.5774210713019,29.1340014189429,28.6905817665839,28.2471621142249,27.8037424618659,27.3603228095069,Sub-Saharan Africa ,Lower-Middle Income
19,Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,26.3760964912281,26.1933479532164,26.0105994152047,25.827850877193,25.6451023391813,25.4623538011696,25.2796052631579,25.0968567251462,24.9141081871345,24.7313596491228,24.5486111111111,24.3657894736842,24.1829678362573,24.0001461988304,23.8173245614035,23.6345029239766,23.4517543859649,23.2690058479532,23.0862573099415,22.9035087719298,22.7207602339181,22.5380116959064,Sub-Saharan Africa ,Low Income
20,Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,14.7524629330875,14.7278904509488,14.70331796881,14.6787454866713,14.6541730045325,14.6296005223938,14.6050280402551,14.5804555581163,14.5558830759776,14.5313098256127,14.5067373434739,14.4991441960513,14.4915510486287,14.4839579012061,14.4763647537835,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,South Asia,Lower-Middle Income
21,Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,30.507095724487,30.834312573443,31.6856617647059,32.0272133860439,32.3630011033468,32.7319587628866,33.0682132007733,33.407605192892,33.7409078353743,34.0899042004421,34.4233603537214,34.6002210759027,34.777081798084,34.9539425202653,35.1308032424466,35.3076639646279,35.3813559322034,35.5011053795136,35.6208548268239,35.7406042741341,35.8603537214444,35.9801031687546,Europe & Central Asia,Upper-Middle Income
22,Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,0.52112676056338,0.542253521126761,0.563380281690141,0.576388888888889,0.589041095890411,0.601351351351351,0.621621621621622,0.633333333333333,0.644736842105263,0.664473684210526,0.68241469816273,0.698826597131682,0.716883116883117,0.737662337662338,0.75745784695201,0.77120822622108,0.79589216944801,0.82051282051282,0.848329048843188,0.871794871794872,0.89171974522293,0.911392405063291,Middle East & North Africa,High Income
23,"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,Latin America & Caribbean ,High Income
24,Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,41.2431640625,41.22560546875,41.208046875,41.19048828125,41.1729296875,41.15537109375,41.1378125,41.12025390625,41.1026953125,41.08513671875,41.067578125,41.293515625,41.519453125,41.745390625,41.971328125,42.197265625,42.5099609375,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,Europe & Central Asia,Upper-Middle Income
25,Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,40.78423252879,40.9610340951667,41.1400736581061,41.3166950982616,41.49495845968,41.6672829371946,41.8286480305958,42.0052143656266,42.1809543523474,42.3577363995702,42.5328483701491,42.5346212606574,42.5403772320218,42.5419401896426,42.5317653086864,42.5341662643242,42.9069698701401,42.9784026641969,43.0515321706572,43.1261547557461,43.1944033894965,43.2722345405272,Europe & Central Asia,Upper-Middle Income
26,Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,63.9763261727313,63.6786058746164,63.3808855765015,63.0831652783867,62.7854449802718,62.487724682157,62.1900043840421,61.8922840859272,61.5945637878124,61.2968434896975,60.9991231915826,60.4856641823762,59.9722051731697,59.4587461639632,58.9452871547567,58.4318281455502,57.9430074528715,57.4537483559842,56.9649276633056,56.4756685664182,55.9864094695309,55.4971503726436,Latin America & Caribbean ,Upper-Middle Income
27,Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,North America,High Income
28,Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,50.8643865965107,50.6783457952552,50.4923049939998,50.3062641927444,50.120223391489,49.9341825902335,49.7481417889781,49.5621009877227,49.3760601864673,49.1900193852119,49.0039785839564,48.808503646266,48.6130287085756,48.4175537708853,48.2220788331949,48.0266038955045,47.7713283485646,47.5327425459245,47.3121388350411,47.1095356780209,46.9249146127573,46.7283054555525,Latin America & Caribbean ,Lower-Middle Income
29,Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,65.9343586013156,65.4616708980706,64.9889831948257,64.5162954915806,64.0436077883357,63.5709200850907,63.0982323818457,62.6255446786007,62.1528569753558,61.6801692721108,61.2074815688658,61.023328156743,60.8391747446202,60.6550213324974,60.4708679203746,60.2867145082518,60.0710325503043,59.8328814784151,59.7084279516735,59.5585261792696,59.4174780513368,59.2705274977447,Latin America & Caribbean ,Upper-Middle Income
30,Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,Latin America & Caribbean ,Upper-Middle Income
31,Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,75.3320683111954,75.0094876660342,74.6869070208729,74.3643263757116,74.0417457305503,73.719165085389,73.3965844402277,73.0740037950664,72.7514231499051,72.4288425047438,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,East Asia & Pacific,High Income
32,Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,65.4773869346734,65.7268592964824,65.9763316582915,66.2258040201005,69.4103943122491,69.6708817587953,69.9313692053415,70.1918566518876,70.4523440984338,70.7128315449799,70.9733189915261,71.025211847732,71.0771047039379,71.1289975601438,71.1808904163497,71.2327832725556,71.2342701342282,71.2861786912752,71.3455689564761,71.3974829575249,71.4493969585737,71.5013109596224,South Asia,Lower-Middle Income
33,Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,31.0918779665802,30.8831365906163,30.6743952146525,30.4656538386886,30.2569124627248,30.0481710867609,29.839429710797,29.6306883348332,29.4219469588693,29.2132055829054,29.0044642069416,28.7957228309777,28.5869814550138,28.37824007905,28.1694987030861,27.9607573271223,27.7520159511584,27.5432745751945,27.3345331992307,27.1257918232668,26.9170504473029,26.7083090713391,Sub-Saharan Africa ,Upper-Middle Income
34,Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,36.7636200199043,36.715464380879,36.6673087418537,36.6191531028283,36.570997463803,36.5228418247777,36.4746861857524,36.426530546727,36.3783749077017,36.3302192686764,36.282063629651,36.2339079906257,36.1857523516004,36.137596712575,36.0894410735497,36.0412854345244,35.9931297954991,35.9449741564737,35.8968185174484,35.8486628784231,35.8005072393977,35.7523516003724,Sub-Saharan Africa ,Low Income
35,Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,38.7929818338782,38.7876307080739,38.7822795822695,38.7769284564652,38.7715773306609,38.7662262048566,38.7608750790522,38.7555239532479,38.7501728274436,38.7448217016393,38.7394705758349,38.7348640747569,38.7302575736789,38.7256510726009,38.7210445715229,38.7164380704449,38.7120133755838,38.7078876013737,38.7037629425392,38.6996371683291,38.6955125094946,39.4701279256318,North America,High Income
36,Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,32.4694719942369,32.5934628030289,32.7669761324899,32.8893064010782,33.0101869464626,33.1388507968216,33.2639312747045,33.39143984532,33.5162027850483,33.6099419487253,33.7345916725294,33.8641778866139,34.0007102947542,34.099423226925,34.2084078995082,34.3399778411909,34.3939142269346,34.4710840221623,34.5008820276483,34.5318870374642,34.5592847264491,34.5892800367668,Aggregates,Upper-Middle Income
37,Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,30.2649701705926,30.3634195933644,30.4618750992981,30.5603374622472,30.6588066903223,30.7572827916362,30.8557657743037,30.9542548630875,31.0522573251862,31.1502627536125,31.2482719393317,31.3357558163813,31.4232415506488,31.5107315281037,31.5982233630178,31.6857178507946,31.7732664163142,31.8603337971021,31.9474011778901,32.034468558678,32.1215359394659,32.2086033202538,Europe & Central Asia,High Income
38,Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,4.19191919191919,4.28787878787879,4.38383838383838,4.47979797979798,4.57575757575758,4.67171717171717,4.76767676767677,4.86363636363636,4.95959595959596,5.05555555555556,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,Europe & Central Asia,Upper-Middle Income
39,Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,21.2728705691214,21.3950172958259,21.5171640225303,21.6393107492347,21.7614574759392,21.8836042026436,22.005750929348,22.1278976560525,22.2500443827569,22.3721911094613,22.4943378361658,22.7285765777398,22.9628153193138,23.1970540608878,23.4312928024618,23.6655315440358,23.8308640381315,23.9961965322273,24.161529026323,24.3268615204188,24.4921536665537,24.6574727113292,Latin America & Caribbean ,Upper-Middle Income
40,China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,18.8534727562839,19.1049681205612,19.3564538990231,19.6079386867747,19.8594228667065,20.1109081284255,20.3623927769671,20.6138778860824,20.8653616938384,21.1168450517356,21.3683288541342,21.574627370433,21.7809258867318,21.9872244030306,22.1935229193294,22.3998214356282,22.6304979330458,22.8307068120547,23.0309121760165,23.2311175399783,23.4313229039402,23.631528267902,East Asia & Pacific,Upper-Middle Income
41,Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,16.0202830188679,15.6652924528302,15.3103018867925,14.9553113207547,14.600320754717,14.2453301886792,13.8903396226415,13.5353490566038,13.180358490566,12.8253679245283,12.4703773584906,12.1153899371069,11.7604025157233,11.4054150943396,11.050427672956,10.6954402515723,10.3404402515723,9.98544025157233,9.63044025157233,9.27547169811321,8.92047169811321,8.5654927672956,Sub-Saharan Africa ,Lower-Middle Income
42,Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,45.6886674705422,45.541217659876,45.3937678492099,45.2463180385437,45.0988682278776,44.9514184172114,44.8039686065452,44.6565187958791,44.5090689852129,44.3616191745468,44.2141693638806,44.0957034968585,43.9772376298365,43.8587717628144,43.7403058957923,43.6218400287703,43.5033741617482,43.3849082947262,43.2664424277041,43.147976560682,43.02951069366,42.9110448266379,Sub-Saharan Africa ,Lower-Middle Income
43,"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,63.4741183476324,63.1772567874551,62.8803952272777,62.5835336671004,62.2866721069231,61.9898105467458,61.6929489865685,61.3960874263911,61.0992258662138,60.8023643060365,60.5055027458592,60.0196837299574,59.5338647140557,59.048045698154,58.5622266822523,58.0764076663505,57.5905868860413,57.1047705167508,56.6189497364416,56.1331289561324,55.6473125868419,55.1614932621689,Sub-Saharan Africa ,Low Income
44,"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,64.9926793557833,64.9575402635432,64.9224011713031,64.887262079063,64.8521229868228,64.8169838945827,64.7818448023426,64.7467057101025,64.7115666178624,64.6764275256223,64.6412884333821,64.606149341142,64.5710102489019,64.5358711566618,64.5007320644217,64.4655929721816,64.4304538799414,64.3953147877013,64.3513909224012,64.307467057101,64.2635431918009,64.2196193265007,Sub-Saharan Africa ,Lower-Middle Income
45,Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,56.5439387111311,56.3701928796755,56.1964470482199,56.0227012167643,55.8489553853087,55.6752095538531,55.5014637223975,55.3277178909419,55.1539720594863,54.9802262280306,54.806480396575,54.6851410545291,54.5638017124831,54.4424623704371,54.3211230283912,54.1997836863452,54.0419017575485,53.8438666065795,53.6642451554754,53.4846327174403,53.3050112663362,53.1253958539883,Latin America & Caribbean ,Upper-Middle Income
46,Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,22.3965609887157,22.1612036539495,21.9258463191832,21.690488984417,21.4551316496507,21.2197743148845,20.9844169801182,20.749059645352,20.5137023105857,20.2783449758195,20.0429876410532,19.8076303062869,19.5722729715207,19.3369156367544,19.1015583019882,18.8662009672219,18.6297689414293,18.3933369156368,18.1622783449758,17.9258463191832,17.6894142933906,17.4529822675981,Sub-Saharan Africa ,Lower-Middle Income
47,Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,9.8560794044665,9.93052109181141,10.0049627791563,10.0794044665012,10.1538461538462,10.2282878411911,10.302729528536,10.3771712158809,10.4516129032258,10.5260545905707,10.6004962779156,10.6749379652605,10.7493796526055,10.8238213399504,10.8982630272953,10.9727047146402,11.0471464019851,11.12158808933,11.1960297766749,11.2704714640199,11.3449131513648,11.4193548387097,Sub-Saharan Africa ,Lower-Middle Income
48,Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,55.9580885233059,55.9854680767724,56.0128476302389,56.0402271837054,56.0676067371719,56.0949862906385,56.122365844105,56.1497453975715,56.177124951038,56.2045045045045,56.231884057971,56.5524089306698,56.8729338033686,57.1934586760674,57.5139835487662,57.8345084214649,58.1551116333725,58.4757148452801,58.7961222091657,59.1167254210732,59.4373286329808,59.7579318448884,Latin America & Caribbean ,Upper-Middle Income
49,Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,90.8330739780165,90.8031789551686,90.7732839323206,90.7433889094726,90.7134938866247,90.6835988637767,90.6537038409287,90.6238088180808,90.5939137952328,90.5640187723848,90.5341237495369,90.4606940842287,90.3872644189206,90.3138347536125,90.2404050883043,90.1669754229962,90.0970482894899,90.0371248610597,89.9650240829937,89.8928245029023,89.8207237248364,89.7485567494134,Aggregates,Upper-Middle Income
50,Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,22.6722532588454,23.135009310987,23.8217877620077,24.2866541353383,24.7514331359835,25.2113866967306,25.68072911773,26.1452461480646,26.6121758737317,27.0791055993987,27.5460353250658,27.9086306766608,28.4372099128918,29.5835732105162,30.1249759661604,30.5859750240154,31.1514801999231,31.233140655106,31.233140655106,31.233140655106,31.233140655106,31.233140655106,Latin America & Caribbean ,Lower-Middle Income
51,Curacao,CUW,Forest area (% of land area),AG.LND.FRST.ZS,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,Latin America & Caribbean ,Upper-Middle Income
52,Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,53.875,53.7875,53.7,53.6125,53.525,53.4375,53.35,53.2625,53.175,53.0875,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.375,53.0,53.0,52.75,Latin America & Caribbean ,High Income
53,Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,18.5725108225108,18.5858225108225,18.5991341991342,18.6124458874459,18.6257575757576,18.6390692640693,18.652380952381,18.6656926406926,18.6790043290043,18.692316017316,18.7056277056277,18.7028138528139,18.7,18.6971861471861,18.6943722943723,18.6915584415584,18.6807359307359,18.6785714285714,18.6764069264069,18.6742424242424,18.6720779220779,18.6699134199134,Europe & Central Asia,High Income
54,Czechia,CZE,Forest area (% of land area),AG.LND.FRST.ZS,34.1308399119969,34.1568396531642,34.1828393943316,34.2088391354989,34.2392699974113,34.2652731038053,34.295715210356,34.3217216828479,34.35217503884,34.3781848783014,34.4086494885407,34.4371617247184,34.465673960896,34.4986531986532,34.5271691271691,34.5601606009584,34.579070068644,34.6025126278979,34.6259551871519,34.6514173213048,34.6779919254939,34.7066980208929,Europe & Central Asia,High Income
55,Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,32.5376128385155,32.5580395528805,32.5775382674999,32.5979759754594,32.6174843019755,32.6341897006537,32.653704978206,32.6741618148966,32.6936867165763,32.7113393190098,32.7308718478354,32.7375487720909,32.7451655477133,32.7189864709929,32.7228432215535,32.7323281545606,32.685482024273,32.6845464693591,32.6836109680005,32.6826755201923,32.6826755201923,32.6826755201923,Europe & Central Asia,High Income
56,Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.242018981880932,0.243313201035375,0.245901639344262,0.250215703192407,0.253377911993098,Middle East & North Africa,Lower-Middle Income
57,Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,Latin America & Caribbean ,Upper-Middle Income
58,Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,14.29,14.327225,14.36445,14.401675,14.4389,14.476125,14.51335,14.550575,14.5878,14.625025,14.66225,14.8532,15.04415,15.2351,15.42605,15.617,15.6165,15.64,15.664,15.6875,15.711,15.7345,Europe & Central Asia,High Income
59,Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,40.8294348996067,41.0377768577934,41.2461188159801,41.4544607741668,41.6628027323535,41.8711446905403,42.079486648727,42.2878286069137,42.4961705651004,42.7045125232871,42.9128544814738,43.0392465328089,43.1656385841441,43.2920306354792,43.4184226868143,43.5448147381494,43.7122748913268,43.8797350445042,44.0471951976816,44.9393027708232,45.1095074793293,45.2797121878353,Latin America & Caribbean ,Upper-Middle Income
60,Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,0.662960692602887,0.677193984230017,0.691427275857146,0.705660567484276,0.719893859111406,0.734127150738536,0.748360442365665,0.762593733992795,0.776827025619925,0.791060317247055,0.805293608874184,0.808484553309765,0.811675497745346,0.814866442180927,0.818057386616507,0.821247986241997,0.821247986241997,0.815789794104397,0.810331601966797,0.814110350369751,0.818308959706366,0.822227647758509,Middle East & North Africa,Lower-Middle Income
